Transaction,Item,date_time,period_day,weekday_weekend,profit
4493,Coffee,1/10/2017 15:05,afternoon,weekday,2.0
4493,Cake,1/10/2017 15:05,afternoon,weekday,3.0
4494,Coffee,1/10/2017 15:31,afternoon,weekday,2.0
4495,Coffee,1/10/2017 15:54,afternoon,weekday,2.0
4496,Tea,1/10/2017 15:56,afternoon,weekday,2.0
4497,Bread,1/10/2017 16:29,afternoon,weekday,2.0
4498,Bread,1/10/2017 16:31,afternoon,weekday,2.0
4499,Bread,1/10/2017 16:32,afternoon,weekday,2.0
4500,Toast,1/11/2017 8:19,morning,weekday,1.0
4500,Coffee,1/11/2017 8:19,morning,weekday,2.0
4500,Coffee,1/11/2017 8:19,morning,weekday,2.0
4500,Muffin,1/11/2017 8:19,morning,weekday,2.0
4501,Medialuna,1/11/2017 9:09,morning,weekday,1.5
4501,Medialuna,1/11/2017 9:09,morning,weekday,1.5
4501,Hot chocolate,1/11/2017 9:09,morning,weekday,2.5
4501,Coffee,1/11/2017 9:09,morning,weekday,2.0
4502,Bread,1/11/2017 9:16,morning,weekday,2.0
4503,Bread,1/11/2017 9:36,morning,weekday,2.0
4503,Pastry,1/11/2017 9:36,morning,weekday,2.5
4504,Bread,1/11/2017 9:38,morning,weekday,2.0
4505,Coffee,1/11/2017 9:39,morning,weekday,2.0
4506,Tea,1/11/2017 9:49,morning,weekday,2.0
4506,Sandwich,1/11/2017 9:49,morning,weekday,3.5
4507,Coffee,1/11/2017 9:56,morning,weekday,2.0
4508,Medialuna,1/11/2017 10:27,morning,weekday,1.5
4508,Coffee,1/11/2017 10:27,morning,weekday,2.0
4509,Coffee,1/11/2017 10:40,morning,weekday,2.0
4509,Muffin,1/11/2017 10:40,morning,weekday,2.0
4510,Hot chocolate,1/11/2017 10:41,morning,weekday,2.5
4510,Coffee,1/11/2017 10:41,morning,weekday,2.0
4511,Coffee,1/11/2017 10:42,morning,weekday,2.0
4512,Tea,1/11/2017 10:43,morning,weekday,2.0
4512,Toast,1/11/2017 10:43,morning,weekday,1.0
4512,Muffin,1/11/2017 10:43,morning,weekday,2.0
4513,Cookies,1/11/2017 10:44,morning,weekday,1.5
4513,Bread,1/11/2017 10:44,morning,weekday,2.0
4514,Bread,1/11/2017 10:48,morning,weekday,2.0
4515,Granola,1/11/2017 10:50,morning,weekday,2.0
4516,Scone,1/11/2017 10:52,morning,weekday,2.0
4516,Coffee,1/11/2017 10:52,morning,weekday,2.0
4516,Coffee,1/11/2017 10:52,morning,weekday,2.0
4517,Bread,1/11/2017 10:55,morning,weekday,2.0
4518,Coffee,1/11/2017 11:02,morning,weekday,2.0
4518,Medialuna,1/11/2017 11:02,morning,weekday,1.5
4519,Coffee,1/11/2017 11:08,morning,weekday,2.0
4519,Coffee,1/11/2017 11:08,morning,weekday,2.0
4519,Pastry,1/11/2017 11:08,morning,weekday,2.5
4519,Muffin,1/11/2017 11:08,morning,weekday,2.0
4520,Hot chocolate,1/11/2017 11:12,morning,weekday,2.5
4520,Coffee,1/11/2017 11:12,morning,weekday,2.0
4521,Bread,1/11/2017 11:23,morning,weekday,2.0
4522,Bread,1/11/2017 11:25,morning,weekday,2.0
4524,Bread,1/11/2017 11:33,morning,weekday,2.0
4524,Coffee,1/11/2017 11:33,morning,weekday,2.0
4525,Bread,1/11/2017 11:33,morning,weekday,2.0
4527,Coffee,1/11/2017 12:12,afternoon,weekday,2.0
4528,Bread,1/11/2017 12:13,afternoon,weekday,2.0
4529,Coffee,1/11/2017 12:31,afternoon,weekday,2.0
4529,Coffee,1/11/2017 12:31,afternoon,weekday,2.0
4529,Sandwich,1/11/2017 12:31,afternoon,weekday,3.5
4529,Bread,1/11/2017 12:31,afternoon,weekday,2.0
4530,Bread,1/11/2017 13:06,afternoon,weekday,2.0
4530,Cake,1/11/2017 13:06,afternoon,weekday,3.0
4531,Muffin,1/11/2017 13:32,afternoon,weekday,2.0
4531,Alfajores,1/11/2017 13:32,afternoon,weekday,1.5
4531,Tea,1/11/2017 13:32,afternoon,weekday,2.0
4532,Coffee,1/11/2017 14:05,afternoon,weekday,2.0
4533,Scandinavian,1/11/2017 14:09,afternoon,weekday,2.5
4534,Cake,1/11/2017 14:15,afternoon,weekday,3.0
4535,Bread,1/11/2017 14:19,afternoon,weekday,2.0
4536,Bread,1/11/2017 14:27,afternoon,weekday,2.0
4536,Cake,1/11/2017 14:27,afternoon,weekday,3.0
4536,Coffee,1/11/2017 14:27,afternoon,weekday,2.0
4536,Tea,1/11/2017 14:27,afternoon,weekday,2.0
4536,Scandinavian,1/11/2017 14:27,afternoon,weekday,2.5
4537,Scandinavian,1/11/2017 14:27,afternoon,weekday,2.5
4539,Coffee,1/11/2017 14:39,afternoon,weekday,2.0
4539,Coffee,1/11/2017 14:39,afternoon,weekday,2.0
4540,Bread,1/11/2017 14:46,afternoon,weekday,2.0
4540,Sandwich,1/11/2017 14:46,afternoon,weekday,3.5
4542,Cake,1/11/2017 14:55,afternoon,weekday,3.0
4543,Tea,1/11/2017 15:01,afternoon,weekday,2.0
4545,Coffee,1/11/2017 15:35,afternoon,weekday,2.0
4545,Cake,1/11/2017 15:35,afternoon,weekday,3.0
4546,Coffee,1/11/2017 15:42,afternoon,weekday,2.0
4547,Coffee,1/11/2017 15:49,afternoon,weekday,2.0
4547,Bread,1/11/2017 15:49,afternoon,weekday,2.0
4547,Cake,1/11/2017 15:49,afternoon,weekday,3.0
4548,Scone,1/11/2017 15:50,afternoon,weekday,2.0
4548,Coffee,1/11/2017 15:50,afternoon,weekday,2.0
4549,Hot chocolate,1/11/2017 16:46,afternoon,weekday,2.5
4549,Hot chocolate,1/11/2017 16:46,afternoon,weekday,2.5
4550,Tea,1/11/2017 16:58,afternoon,weekday,2.0
4550,Cookies,1/11/2017 16:58,afternoon,weekday,1.5
4550,Cake,1/11/2017 16:58,afternoon,weekday,3.0
4551,Coffee,1/12/2017 7:58,morning,weekday,2.0
4552,Pastry,1/12/2017 9:07,morning,weekday,2.5
4552,Pastry,1/12/2017 9:07,morning,weekday,2.5
4552,Tea,1/12/2017 9:07,morning,weekday,2.0
4552,Bread,1/12/2017 9:07,morning,weekday,2.0
4553,Coffee,1/12/2017 9:26,morning,weekday,2.0
4553,Toast,1/12/2017 9:26,morning,weekday,1.0
4554,Bread,1/12/2017 9:39,morning,weekday,2.0
4554,Coffee,1/12/2017 9:39,morning,weekday,2.0
4555,Coffee,1/12/2017 9:41,morning,weekday,2.0
4557,Tea,1/12/2017 9:47,morning,weekday,2.0
4557,Coffee,1/12/2017 9:47,morning,weekday,2.0
4558,Cookies,1/12/2017 9:48,morning,weekday,1.5
4559,Coffee,1/12/2017 9:51,morning,weekday,2.0
4560,Bread,1/12/2017 9:54,morning,weekday,2.0
4561,Juice,1/12/2017 10:24,morning,weekday,2.0
4562,Bread,1/12/2017 10:29,morning,weekday,2.0
4563,Cake,1/12/2017 10:31,morning,weekday,3.0
4563,Coffee,1/12/2017 10:31,morning,weekday,2.0
4563,Tea,1/12/2017 10:31,morning,weekday,2.0
4564,Hot chocolate,1/12/2017 10:49,morning,weekday,2.5
4565,Coffee,1/12/2017 10:55,morning,weekday,2.0
4565,Alfajores,1/12/2017 10:55,morning,weekday,1.5
4565,Alfajores,1/12/2017 10:55,morning,weekday,1.5
4565,Bread,1/12/2017 10:55,morning,weekday,2.0
4566,Cookies,1/12/2017 11:02,morning,weekday,1.5
4566,Coffee,1/12/2017 11:02,morning,weekday,2.0
4568,Coffee,1/12/2017 11:06,morning,weekday,2.0
4568,Tea,1/12/2017 11:06,morning,weekday,2.0
4568,Cake,1/12/2017 11:06,morning,weekday,3.0
4568,Toast,1/12/2017 11:06,morning,weekday,1.0
4569,Coffee,1/12/2017 11:08,morning,weekday,2.0
4569,Coffee,1/12/2017 11:08,morning,weekday,2.0
4570,Coffee,1/12/2017 11:14,morning,weekday,2.0
4570,Vegan mincepie,1/12/2017 11:14,morning,weekday,2.0
4571,Bread,1/12/2017 11:20,morning,weekday,2.0
4571,Tea,1/12/2017 11:20,morning,weekday,2.0
4572,Toast,1/12/2017 11:22,morning,weekday,1.0
4572,Coffee,1/12/2017 11:22,morning,weekday,2.0
4572,Coffee,1/12/2017 11:22,morning,weekday,2.0
4573,Tea,1/12/2017 11:30,morning,weekday,2.0
4574,Coffee,1/12/2017 11:42,morning,weekday,2.0
4575,Cake,1/12/2017 11:44,morning,weekday,3.0
4576,Coffee,1/12/2017 11:50,morning,weekday,2.0
4577,Bread,1/12/2017 11:52,morning,weekday,2.0
4578,Toast,1/12/2017 11:53,morning,weekday,1.0
4578,Coffee,1/12/2017 11:53,morning,weekday,2.0
4579,Cookies,1/12/2017 11:56,morning,weekday,1.5
4581,Tea,1/12/2017 12:30,afternoon,weekday,2.0
4581,Toast,1/12/2017 12:30,afternoon,weekday,1.0
4583,Coke,1/12/2017 13:49,afternoon,weekday,1.0
4584,Coke,1/12/2017 13:50,afternoon,weekday,1.0
4585,Bread,1/12/2017 14:14,afternoon,weekday,2.0
4586,Toast,1/12/2017 14:53,afternoon,weekday,1.0
4587,Bread,1/12/2017 15:16,afternoon,weekday,2.0
4587,Coffee,1/12/2017 15:16,afternoon,weekday,2.0
4588,Coffee,1/12/2017 15:25,afternoon,weekday,2.0
4588,Frittata,1/12/2017 15:25,afternoon,weekday,3.0
4589,Frittata,1/12/2017 15:44,afternoon,weekday,3.0
4589,Coffee,1/12/2017 15:44,afternoon,weekday,2.0
4589,Coffee,1/12/2017 15:44,afternoon,weekday,2.0
4590,Tea,1/12/2017 15:47,afternoon,weekday,2.0
4590,Bread,1/12/2017 15:47,afternoon,weekday,2.0
4591,Coffee,1/12/2017 16:01,afternoon,weekday,2.0
4592,Bread,1/12/2017 16:39,afternoon,weekday,2.0
4593,Tea,1/13/2017 9:03,morning,weekday,2.0
4594,Scandinavian,1/13/2017 9:03,morning,weekday,2.5
4595,Hot chocolate,1/13/2017 9:35,morning,weekday,2.5
4595,Coffee,1/13/2017 9:35,morning,weekday,2.0
4596,Pastry,1/13/2017 9:43,morning,weekday,2.5
4596,Scandinavian,1/13/2017 9:43,morning,weekday,2.5
4597,Coffee,1/13/2017 9:49,morning,weekday,2.0
4597,Coffee,1/13/2017 9:49,morning,weekday,2.0
4597,Toast,1/13/2017 9:49,morning,weekday,1.0
4597,Coffee,1/13/2017 9:49,morning,weekday,2.0
4598,Bread,1/13/2017 10:34,morning,weekday,2.0
4599,Coffee,1/13/2017 10:41,morning,weekday,2.0
4599,Coffee,1/13/2017 10:41,morning,weekday,2.0
4599,Coffee,1/13/2017 10:41,morning,weekday,2.0
4599,Cake,1/13/2017 10:41,morning,weekday,3.0
4599,Cookies,1/13/2017 10:41,morning,weekday,1.5
4600,Bread,1/13/2017 10:43,morning,weekday,2.0
4600,Toast,1/13/2017 10:43,morning,weekday,1.0
4601,Coffee,1/13/2017 11:10,morning,weekday,2.0
4601,Sandwich,1/13/2017 11:10,morning,weekday,3.5
4601,Bread,1/13/2017 11:10,morning,weekday,2.0
4602,Coffee,1/13/2017 11:16,morning,weekday,2.0
4603,Bread,1/13/2017 11:46,morning,weekday,2.0
4603,Scandinavian,1/13/2017 11:46,morning,weekday,2.5
4604,Coffee,1/13/2017 11:48,morning,weekday,2.0
4604,Medialuna,1/13/2017 11:48,morning,weekday,1.5
4604,Alfajores,1/13/2017 11:48,morning,weekday,1.5
4605,Coffee,1/13/2017 11:55,morning,weekday,2.0
4606,Pastry,1/13/2017 11:57,morning,weekday,2.5
4606,Coffee,1/13/2017 11:57,morning,weekday,2.0
4607,Coffee,1/13/2017 12:05,afternoon,weekday,2.0
4607,Coffee,1/13/2017 12:05,afternoon,weekday,2.0
4607,Juice,1/13/2017 12:05,afternoon,weekday,2.0
4608,Coffee,1/13/2017 12:12,afternoon,weekday,2.0
4609,Coffee,1/13/2017 12:13,afternoon,weekday,2.0
4609,Bread,1/13/2017 12:13,afternoon,weekday,2.0
4609,Salad,1/13/2017 12:13,afternoon,weekday,3.0
4609,Pastry,1/13/2017 12:13,afternoon,weekday,2.5
4610,Coffee,1/13/2017 12:17,afternoon,weekday,2.0
4611,Bread,1/13/2017 12:30,afternoon,weekday,2.0
4612,Bread,1/13/2017 12:33,afternoon,weekday,2.0
4613,Hot chocolate,1/13/2017 12:37,afternoon,weekday,2.5
4614,Coffee,1/13/2017 12:39,afternoon,weekday,2.0
4614,Toast,1/13/2017 12:39,afternoon,weekday,1.0
4615,Sandwich,1/13/2017 12:46,afternoon,weekday,3.5
4616,Truffles,1/13/2017 12:48,afternoon,weekday,2.0
4617,Medialuna,1/13/2017 12:56,afternoon,weekday,1.5
4617,Cake,1/13/2017 12:56,afternoon,weekday,3.0
4617,Toast,1/13/2017 12:56,afternoon,weekday,1.0
4617,Coffee,1/13/2017 12:56,afternoon,weekday,2.0
4617,Coffee,1/13/2017 12:56,afternoon,weekday,2.0
4618,Coffee,1/13/2017 12:57,afternoon,weekday,2.0
4619,Coffee,1/13/2017 12:58,afternoon,weekday,2.0
4619,Cake,1/13/2017 12:58,afternoon,weekday,3.0
4619,Vegan mincepie,1/13/2017 12:58,afternoon,weekday,2.0
4620,Bread,1/13/2017 12:59,afternoon,weekday,2.0
4623,Coffee,1/13/2017 13:12,afternoon,weekday,2.0
4624,Scone,1/13/2017 13:26,afternoon,weekday,2.0
4624,Tea,1/13/2017 13:26,afternoon,weekday,2.0
4624,Sandwich,1/13/2017 13:26,afternoon,weekday,3.5
4625,Bread,1/13/2017 13:49,afternoon,weekday,2.0
4625,Coffee,1/13/2017 13:49,afternoon,weekday,2.0
4626,Coffee,1/13/2017 14:01,afternoon,weekday,2.0
4627,Tea,1/13/2017 14:05,afternoon,weekday,2.0
4627,Coffee,1/13/2017 14:05,afternoon,weekday,2.0
4627,Toast,1/13/2017 14:05,afternoon,weekday,1.0
4628,Tea,1/13/2017 14:16,afternoon,weekday,2.0
4628,Coffee,1/13/2017 14:16,afternoon,weekday,2.0
4628,Bread,1/13/2017 14:16,afternoon,weekday,2.0
4628,Salad,1/13/2017 14:16,afternoon,weekday,3.0
4629,Cake,1/13/2017 14:26,afternoon,weekday,3.0
4629,Pastry,1/13/2017 14:26,afternoon,weekday,2.5
4629,Pastry,1/13/2017 14:26,afternoon,weekday,2.5
4629,Alfajores,1/13/2017 14:26,afternoon,weekday,1.5
4629,Alfajores,1/13/2017 14:26,afternoon,weekday,1.5
4629,Coffee,1/13/2017 14:26,afternoon,weekday,2.0
4629,Bread,1/13/2017 14:26,afternoon,weekday,2.0
4630,Coffee,1/13/2017 14:53,afternoon,weekday,2.0
4630,Scone,1/13/2017 14:53,afternoon,weekday,2.0
4631,Tea,1/13/2017 15:04,afternoon,weekday,2.0
4632,Brownie,1/13/2017 15:09,afternoon,weekday,2.0
4632,Pastry,1/13/2017 15:09,afternoon,weekday,2.5
4632,Coffee,1/13/2017 15:09,afternoon,weekday,2.0
4634,Bread,1/13/2017 15:46,afternoon,weekday,2.0
4635,Tea,1/13/2017 15:50,afternoon,weekday,2.0
4636,Scone,1/13/2017 15:53,afternoon,weekday,2.0
4637,Bread,1/13/2017 15:58,afternoon,weekday,2.0
4638,Tea,1/13/2017 15:58,afternoon,weekday,2.0
4638,Scone,1/13/2017 15:58,afternoon,weekday,2.0
4639,Coffee,1/13/2017 16:08,afternoon,weekday,2.0
4639,Tea,1/13/2017 16:08,afternoon,weekday,2.0
4639,Scone,1/13/2017 16:08,afternoon,weekday,2.0
4639,Cake,1/13/2017 16:08,afternoon,weekday,3.0
4640,Coffee,1/13/2017 16:12,afternoon,weekday,2.0
4640,Truffles,1/13/2017 16:12,afternoon,weekday,2.0
4640,Cake,1/13/2017 16:12,afternoon,weekday,3.0
4640,Vegan mincepie,1/13/2017 16:12,afternoon,weekday,2.0
4641,Bread,1/13/2017 16:14,afternoon,weekday,2.0
4642,Hot chocolate,1/13/2017 16:40,afternoon,weekday,2.5
4642,Medialuna,1/13/2017 16:40,afternoon,weekday,1.5
4643,Tea,1/13/2017 17:04,evening,weekday,2.0
4643,Hot chocolate,1/13/2017 17:04,evening,weekday,2.5
4643,Cookies,1/13/2017 17:04,evening,weekday,1.5
4643,Bread,1/13/2017 17:04,evening,weekday,2.0
4644,Bread,1/14/2017 8:57,morning,weekend,2.0
4645,Coffee,1/14/2017 9:07,morning,weekend,2.0
4645,Coffee,1/14/2017 9:07,morning,weekend,2.0
4645,Toast,1/14/2017 9:07,morning,weekend,1.0
4646,Coffee,1/14/2017 9:09,morning,weekend,2.0
4647,Scandinavian,1/14/2017 9:15,morning,weekend,2.5
4647,Bread,1/14/2017 9:15,morning,weekend,2.0
4649,Tea,1/14/2017 9:37,morning,weekend,2.0
4649,Cookies,1/14/2017 9:37,morning,weekend,1.5
4649,Brownie,1/14/2017 9:37,morning,weekend,2.0
4649,Coffee,1/14/2017 9:37,morning,weekend,2.0
4651,Coffee,1/14/2017 9:43,morning,weekend,2.0
4652,Coffee,1/14/2017 9:45,morning,weekend,2.0
4652,Toast,1/14/2017 9:45,morning,weekend,1.0
4653,Hot chocolate,1/14/2017 9:50,morning,weekend,2.5
4653,Bread,1/14/2017 9:50,morning,weekend,2.0
4653,Medialuna,1/14/2017 9:50,morning,weekend,1.5
4653,Toast,1/14/2017 9:50,morning,weekend,1.0
4654,Hot chocolate,1/14/2017 9:51,morning,weekend,2.5
4654,Bread,1/14/2017 9:51,morning,weekend,2.0
4654,Medialuna,1/14/2017 9:51,morning,weekend,1.5
4654,Toast,1/14/2017 9:51,morning,weekend,1.0
4655,Hot chocolate,1/14/2017 9:52,morning,weekend,2.5
4655,Bread,1/14/2017 9:52,morning,weekend,2.0
4655,Medialuna,1/14/2017 9:52,morning,weekend,1.5
4655,Toast,1/14/2017 9:52,morning,weekend,1.0
4656,Alfajores,1/14/2017 9:55,morning,weekend,1.5
4656,Scone,1/14/2017 9:55,morning,weekend,2.0
4657,Coffee,1/14/2017 9:59,morning,weekend,2.0
4657,Cookies,1/14/2017 9:59,morning,weekend,1.5
4658,Coffee,1/14/2017 10:04,morning,weekend,2.0
4659,Brownie,1/14/2017 10:19,morning,weekend,2.0
4659,Pastry,1/14/2017 10:19,morning,weekend,2.5
4659,Bread,1/14/2017 10:19,morning,weekend,2.0
4660,Bread,1/14/2017 10:22,morning,weekend,2.0
4661,Pastry,1/14/2017 10:29,morning,weekend,2.5
4661,Bread,1/14/2017 10:29,morning,weekend,2.0
4662,Coffee,1/14/2017 10:31,morning,weekend,2.0
4663,Coffee,1/14/2017 10:42,morning,weekend,2.0
4663,Hot chocolate,1/14/2017 10:42,morning,weekend,2.5
4663,Bread,1/14/2017 10:42,morning,weekend,2.0
4664,Coffee,1/14/2017 10:47,morning,weekend,2.0
4665,Bread,1/14/2017 10:50,morning,weekend,2.0
4666,Cake,1/14/2017 10:55,morning,weekend,3.0
4667,Coffee,1/14/2017 11:07,morning,weekend,2.0
4667,Coffee,1/14/2017 11:07,morning,weekend,2.0
4667,Cookies,1/14/2017 11:07,morning,weekend,1.5
4667,Scone,1/14/2017 11:07,morning,weekend,2.0
4668,Coffee,1/14/2017 11:17,morning,weekend,2.0
4668,Coffee,1/14/2017 11:17,morning,weekend,2.0
4668,Medialuna,1/14/2017 11:17,morning,weekend,1.5
4668,Cake,1/14/2017 11:17,morning,weekend,3.0
4669,Coffee,1/14/2017 11:26,morning,weekend,2.0
4669,Medialuna,1/14/2017 11:26,morning,weekend,1.5
4669,Medialuna,1/14/2017 11:26,morning,weekend,1.5
4669,Medialuna,1/14/2017 11:26,morning,weekend,1.5
4670,Tea,1/14/2017 11:32,morning,weekend,2.0
4670,Truffles,1/14/2017 11:32,morning,weekend,2.0
4670,Medialuna,1/14/2017 11:32,morning,weekend,1.5
4671,Pastry,1/14/2017 11:33,morning,weekend,2.5
4671,Coffee,1/14/2017 11:33,morning,weekend,2.0
4672,Coffee,1/14/2017 11:36,morning,weekend,2.0
4672,Coffee,1/14/2017 11:36,morning,weekend,2.0
4672,Hot chocolate,1/14/2017 11:36,morning,weekend,2.5
4673,Scandinavian,1/14/2017 11:37,morning,weekend,2.5
4674,Coffee,1/14/2017 11:39,morning,weekend,2.0
4674,Coffee,1/14/2017 11:39,morning,weekend,2.0
4674,Tea,1/14/2017 11:39,morning,weekend,2.0
4674,Scone,1/14/2017 11:39,morning,weekend,2.0
4675,Coffee,1/14/2017 11:47,morning,weekend,2.0
4676,Hot chocolate,1/14/2017 11:49,morning,weekend,2.5
4676,Coffee,1/14/2017 11:49,morning,weekend,2.0
4676,Bread,1/14/2017 11:49,morning,weekend,2.0
4676,Scone,1/14/2017 11:49,morning,weekend,2.0
4676,Cookies,1/14/2017 11:49,morning,weekend,1.5
4677,Bread,1/14/2017 12:00,afternoon,weekend,2.0
4678,Bread,1/14/2017 12:21,afternoon,weekend,2.0
4679,Coffee,1/14/2017 12:23,afternoon,weekend,2.0
4679,Alfajores,1/14/2017 12:23,afternoon,weekend,1.5
4679,Pastry,1/14/2017 12:23,afternoon,weekend,2.5
4680,Cake,1/14/2017 12:26,afternoon,weekend,3.0
4680,Bread,1/14/2017 12:26,afternoon,weekend,2.0
4680,Hot chocolate,1/14/2017 12:26,afternoon,weekend,2.5
4680,Coffee,1/14/2017 12:26,afternoon,weekend,2.0
4681,Cake,1/14/2017 12:29,afternoon,weekend,3.0
4682,Coffee,1/14/2017 12:32,afternoon,weekend,2.0
4682,Pastry,1/14/2017 12:32,afternoon,weekend,2.5
4683,Coffee,1/14/2017 12:35,afternoon,weekend,2.0
4683,Alfajores,1/14/2017 12:35,afternoon,weekend,1.5
4684,Tea,1/14/2017 12:36,afternoon,weekend,2.0
4685,Coffee,1/14/2017 12:36,afternoon,weekend,2.0
4686,Coffee,1/14/2017 12:38,afternoon,weekend,2.0
4686,Coffee,1/14/2017 12:38,afternoon,weekend,2.0
4687,Bread,1/14/2017 12:42,afternoon,weekend,2.0
4687,Tea,1/14/2017 12:42,afternoon,weekend,2.0
4688,Tea,1/14/2017 12:43,afternoon,weekend,2.0
4689,Bread,1/14/2017 12:48,afternoon,weekend,2.0
4690,Coffee,1/14/2017 12:53,afternoon,weekend,2.0
4690,Tea,1/14/2017 12:53,afternoon,weekend,2.0
4691,Bread,1/14/2017 12:53,afternoon,weekend,2.0
4692,Coffee,1/14/2017 12:55,afternoon,weekend,2.0
4692,Tea,1/14/2017 12:55,afternoon,weekend,2.0
4692,Tea,1/14/2017 12:55,afternoon,weekend,2.0
4692,Bread,1/14/2017 12:55,afternoon,weekend,2.0
4692,Cake,1/14/2017 12:55,afternoon,weekend,3.0
4693,Bread,1/14/2017 12:56,afternoon,weekend,2.0
4694,Bread,1/14/2017 13:03,afternoon,weekend,2.0
4695,Hot chocolate,1/14/2017 13:45,afternoon,weekend,2.5
4696,Coffee,1/14/2017 13:48,afternoon,weekend,2.0
4696,Coffee,1/14/2017 13:48,afternoon,weekend,2.0
4696,Brownie,1/14/2017 13:48,afternoon,weekend,2.0
4696,Pastry,1/14/2017 13:48,afternoon,weekend,2.5
4696,Bread,1/14/2017 13:48,afternoon,weekend,2.0
4697,Scone,1/14/2017 13:49,afternoon,weekend,2.0
4698,Coffee,1/14/2017 14:01,afternoon,weekend,2.0
4698,Brownie,1/14/2017 14:01,afternoon,weekend,2.0
4698,Alfajores,1/14/2017 14:01,afternoon,weekend,1.5
4698,Toast,1/14/2017 14:01,afternoon,weekend,1.0
4698,Juice,1/14/2017 14:01,afternoon,weekend,2.0
4699,Coffee,1/14/2017 14:03,afternoon,weekend,2.0
4699,Coffee,1/14/2017 14:03,afternoon,weekend,2.0
4699,Tea,1/14/2017 14:03,afternoon,weekend,2.0
4699,Bread,1/14/2017 14:03,afternoon,weekend,2.0
4699,Cake,1/14/2017 14:03,afternoon,weekend,3.0
4699,Alfajores,1/14/2017 14:03,afternoon,weekend,1.5
4699,Toast,1/14/2017 14:03,afternoon,weekend,1.0
4701,Sandwich,1/14/2017 14:11,afternoon,weekend,3.5
4701,Coffee,1/14/2017 14:11,afternoon,weekend,2.0
4702,Juice,1/14/2017 14:15,afternoon,weekend,2.0
4702,Hot chocolate,1/14/2017 14:15,afternoon,weekend,2.5
4702,Coffee,1/14/2017 14:15,afternoon,weekend,2.0
4703,Brownie,1/14/2017 14:18,afternoon,weekend,2.0
4703,Bread,1/14/2017 14:18,afternoon,weekend,2.0
4704,Coffee,1/14/2017 14:30,afternoon,weekend,2.0
4704,Coffee,1/14/2017 14:30,afternoon,weekend,2.0
4704,Cake,1/14/2017 14:30,afternoon,weekend,3.0
4704,Sandwich,1/14/2017 14:30,afternoon,weekend,3.5
4705,Coffee,1/14/2017 14:32,afternoon,weekend,2.0
4706,Fudge,1/14/2017 14:34,afternoon,weekend,2.0
4707,Scone,1/14/2017 14:36,afternoon,weekend,2.0
4707,Tea,1/14/2017 14:36,afternoon,weekend,2.0
4708,Coffee,1/14/2017 14:39,afternoon,weekend,2.0
4708,Sandwich,1/14/2017 14:39,afternoon,weekend,3.5
4709,Frittata,1/14/2017 14:50,afternoon,weekend,3.0
4709,Tea,1/14/2017 14:50,afternoon,weekend,2.0
4709,Bread,1/14/2017 14:50,afternoon,weekend,2.0
4710,Coffee,1/14/2017 14:57,afternoon,weekend,2.0
4712,Bread,1/14/2017 15:48,afternoon,weekend,2.0
4712,Cake,1/14/2017 15:48,afternoon,weekend,3.0
4712,Alfajores,1/14/2017 15:48,afternoon,weekend,1.5
4712,Bread,1/14/2017 15:48,afternoon,weekend,2.0
4713,Coffee,1/14/2017 15:58,afternoon,weekend,2.0
4713,Bread,1/14/2017 15:58,afternoon,weekend,2.0
4713,Cake,1/14/2017 15:58,afternoon,weekend,3.0
4714,Mineral water,1/14/2017 15:59,afternoon,weekend,1.5
4715,Bread,1/14/2017 16:01,afternoon,weekend,2.0
4716,Focaccia,1/14/2017 16:15,afternoon,weekend,2.5
4717,Tea,1/14/2017 16:20,afternoon,weekend,2.0
4717,Bread,1/14/2017 16:20,afternoon,weekend,2.0
4718,Scandinavian,1/14/2017 16:23,afternoon,weekend,2.5
4719,Cake,1/14/2017 16:45,afternoon,weekend,3.0
4721,Muffin,1/14/2017 16:56,afternoon,weekend,2.0
4721,Cookies,1/14/2017 16:56,afternoon,weekend,1.5
4722,Coffee,1/14/2017 16:57,afternoon,weekend,2.0
4722,Cake,1/14/2017 16:57,afternoon,weekend,3.0
4726,Coffee,1/15/2017 9:43,morning,weekend,2.0
4726,Cake,1/15/2017 9:43,morning,weekend,3.0
4727,Medialuna,1/15/2017 9:56,morning,weekend,1.5
4728,Cake,1/15/2017 10:05,morning,weekend,3.0
4728,Bread,1/15/2017 10:05,morning,weekend,2.0
4729,Bread,1/15/2017 10:33,morning,weekend,2.0
4730,Coffee,1/15/2017 10:36,morning,weekend,2.0
4731,Tea,1/15/2017 10:38,morning,weekend,2.0
4731,Bread,1/15/2017 10:38,morning,weekend,2.0
4732,Coffee,1/15/2017 10:39,morning,weekend,2.0
4732,Bread,1/15/2017 10:39,morning,weekend,2.0
4733,Coffee,1/15/2017 10:42,morning,weekend,2.0
4734,Bread,1/15/2017 11:11,morning,weekend,2.0
4734,Coffee,1/15/2017 11:11,morning,weekend,2.0
4734,Brioche and salami,1/15/2017 11:11,morning,weekend,3.0
4735,Coffee,1/15/2017 11:19,morning,weekend,2.0
4735,Coffee,1/15/2017 11:19,morning,weekend,2.0
4735,Granola,1/15/2017 11:19,morning,weekend,2.0
4735,Bread,1/15/2017 11:19,morning,weekend,2.0
4736,Coffee,1/15/2017 11:36,morning,weekend,2.0
4736,Coffee,1/15/2017 11:36,morning,weekend,2.0
4736,Juice,1/15/2017 11:36,morning,weekend,2.0
4736,Cake,1/15/2017 11:36,morning,weekend,3.0
