Transaction,Item,date_time,period_day,weekday_weekend,profit,Profit
5226,Hot chocolate,1/23/2017 16:51,afternoon,weekday,2.5,2.69
5226,Cake,1/23/2017 16:51,afternoon,weekday,3.0,1.92
5227,Bread,1/24/2017 8:39,morning,weekday,2.0,2.24
5228,Bread,1/24/2017 8:42,morning,weekday,2.0,2.24
5229,Bread,1/24/2017 8:43,morning,weekday,2.0,2.24
5230,Coffee,1/24/2017 9:07,morning,weekday,2.0,2.81
5230,Coffee,1/24/2017 9:07,morning,weekday,2.0,2.81
5230,Pastry,1/24/2017 9:07,morning,weekday,2.5,1.83
5231,Coffee,1/24/2017 9:11,morning,weekday,2.0,2.81
5232,Coffee,1/24/2017 9:14,morning,weekday,2.0,2.81
5232,Focaccia,1/24/2017 9:14,morning,weekday,2.5,1.72
5233,Bread,1/24/2017 9:20,morning,weekday,2.0,2.24
5234,Coffee,1/24/2017 10:00,morning,weekday,2.0,2.81
5234,Coffee,1/24/2017 10:00,morning,weekday,2.0,2.81
5235,Coffee,1/24/2017 10:24,morning,weekday,2.0,2.81
5236,Coffee,1/24/2017 10:42,morning,weekday,2.0,2.81
5237,Coffee,1/24/2017 10:50,morning,weekday,2.0,2.81
5238,Bread,1/24/2017 10:53,morning,weekday,2.0,2.24
5243,Coffee,1/24/2017 11:16,morning,weekday,2.0,2.81
5243,Coffee,1/24/2017 11:16,morning,weekday,2.0,2.81
5244,Bread,1/24/2017 11:19,morning,weekday,2.0,2.24
5247,Coffee,1/24/2017 11:36,morning,weekday,2.0,2.81
5247,Vegan mincepie,1/24/2017 11:36,morning,weekday,2.0,1.89
5248,Coffee,1/24/2017 11:37,morning,weekday,2.0,2.81
5249,Coffee,1/24/2017 11:38,morning,weekday,2.0,2.81
5249,Medialuna,1/24/2017 11:38,morning,weekday,1.5,1.15
5249,Bread,1/24/2017 11:38,morning,weekday,2.0,2.24
5250,Pastry,1/24/2017 11:53,morning,weekday,2.5,1.83
5250,Coffee,1/24/2017 11:53,morning,weekday,2.0,2.81
5250,Tea,1/24/2017 11:53,morning,weekday,2.0,2.83
5251,Cake,1/24/2017 11:56,morning,weekday,3.0,1.92
5253,Tea,1/24/2017 12:06,afternoon,weekday,2.0,2.83
5254,Soup,1/24/2017 12:09,afternoon,weekday,3.0,2.16
5255,Bread,1/24/2017 12:13,afternoon,weekday,2.0,2.24
5255,Coffee,1/24/2017 12:13,afternoon,weekday,2.0,2.81
5257,Tea,1/24/2017 12:20,afternoon,weekday,2.0,2.83
5259,Bread,1/24/2017 12:30,afternoon,weekday,2.0,2.24
5260,Tea,1/24/2017 12:38,afternoon,weekday,2.0,2.83
5260,Coffee,1/24/2017 12:38,afternoon,weekday,2.0,2.81
5260,Soup,1/24/2017 12:38,afternoon,weekday,3.0,2.16
5261,Bread,1/24/2017 12:43,afternoon,weekday,2.0,2.24
5261,Focaccia,1/24/2017 12:43,afternoon,weekday,2.5,1.72
5261,Medialuna,1/24/2017 12:43,afternoon,weekday,1.5,1.15
5261,Coffee,1/24/2017 12:43,afternoon,weekday,2.0,2.81
5262,Bread,1/24/2017 12:46,afternoon,weekday,2.0,2.24
5263,Soup,1/24/2017 13:06,afternoon,weekday,3.0,2.16
5264,Pastry,1/24/2017 13:14,afternoon,weekday,2.5,1.83
5264,Coffee,1/24/2017 13:14,afternoon,weekday,2.0,2.81
5264,Bread,1/24/2017 13:14,afternoon,weekday,2.0,2.24
5265,Bread,1/24/2017 13:17,afternoon,weekday,2.0,2.24
5265,Focaccia,1/24/2017 13:17,afternoon,weekday,2.5,1.72
5267,Tea,1/24/2017 13:23,afternoon,weekday,2.0,2.83
5268,Coffee,1/24/2017 13:24,afternoon,weekday,2.0,2.81
5269,Bread,1/24/2017 13:27,afternoon,weekday,2.0,2.24
5271,Tea,1/24/2017 13:32,afternoon,weekday,2.0,2.83
5271,Tea,1/24/2017 13:32,afternoon,weekday,2.0,2.83
5272,Cake,1/24/2017 13:45,afternoon,weekday,3.0,1.92
5273,Coffee,1/24/2017 13:50,afternoon,weekday,2.0,2.81
5273,Coffee,1/24/2017 13:50,afternoon,weekday,2.0,2.81
5273,Hot chocolate,1/24/2017 13:50,afternoon,weekday,2.5,2.69
5274,Juice,1/24/2017 13:52,afternoon,weekday,2.0,1.07
5275,Coffee,1/24/2017 14:07,afternoon,weekday,2.0,2.81
5275,Pastry,1/24/2017 14:07,afternoon,weekday,2.5,1.83
5276,Cake,1/24/2017 14:12,afternoon,weekday,3.0,1.92
5277,Fudge,1/24/2017 14:20,afternoon,weekday,2.0,1.39
5277,Sandwich,1/24/2017 14:20,afternoon,weekday,3.5,1.28
5279,Bread,1/24/2017 14:49,afternoon,weekday,2.0,2.24
5279,Bread,1/24/2017 14:49,afternoon,weekday,2.0,2.24
5280,Coffee,1/24/2017 15:03,afternoon,weekday,2.0,2.81
5281,Coffee,1/24/2017 15:08,afternoon,weekday,2.0,2.81
5281,Cake,1/24/2017 15:08,afternoon,weekday,3.0,1.92
5282,Tea,1/24/2017 15:25,afternoon,weekday,2.0,2.83
5283,Bread,1/24/2017 16:08,afternoon,weekday,2.0,2.24
5283,Coffee,1/24/2017 16:08,afternoon,weekday,2.0,2.81
5283,Cake,1/24/2017 16:08,afternoon,weekday,3.0,1.92
5284,Bread,1/24/2017 16:18,afternoon,weekday,2.0,2.24
5284,Cake,1/24/2017 16:18,afternoon,weekday,3.0,1.92
5285,Bread,1/24/2017 16:23,afternoon,weekday,2.0,2.24
5286,Coffee,1/24/2017 16:29,afternoon,weekday,2.0,2.81
5286,Bread,1/24/2017 16:29,afternoon,weekday,2.0,2.24
5287,Coffee,1/24/2017 16:40,afternoon,weekday,2.0,2.81
5287,Pastry,1/24/2017 16:40,afternoon,weekday,2.5,1.83
5288,Tea,1/24/2017 17:09,evening,weekday,2.0,2.83
5288,Cake,1/24/2017 17:09,evening,weekday,3.0,1.92
5289,Bread,1/25/2017 8:40,morning,weekday,2.0,2.24
5290,Bread,1/25/2017 8:47,morning,weekday,2.0,2.24
5291,Coffee,1/25/2017 8:50,morning,weekday,2.0,2.81
5291,Toast,1/25/2017 8:50,morning,weekday,1.0,2.61
5292,Coffee,1/25/2017 8:53,morning,weekday,2.0,2.81
5293,Bread,1/25/2017 9:21,morning,weekday,2.0,2.24
5293,Medialuna,1/25/2017 9:21,morning,weekday,1.5,1.15
5294,Coffee,1/25/2017 9:44,morning,weekday,2.0,2.81
5294,Pastry,1/25/2017 9:44,morning,weekday,2.5,1.83
5295,Coffee,1/25/2017 9:47,morning,weekday,2.0,2.81
5297,Bread,1/25/2017 10:53,morning,weekday,2.0,2.24
5298,Bread,1/25/2017 10:54,morning,weekday,2.0,2.24
5299,Bread,1/25/2017 10:59,morning,weekday,2.0,2.24
5300,Medialuna,1/25/2017 11:18,morning,weekday,1.5,1.15
5302,Baguette,1/25/2017 11:27,morning,weekday,2.0,2.69
5302,Bread,1/25/2017 11:27,morning,weekday,2.0,2.24
5303,Bread,1/25/2017 11:30,morning,weekday,2.0,2.24
5304,Baguette,1/25/2017 11:31,morning,weekday,2.0,2.69
5305,Soup,1/25/2017 12:05,afternoon,weekday,3.0,2.16
5306,Tea,1/25/2017 12:11,afternoon,weekday,2.0,2.83
5307,Coffee,1/25/2017 12:36,afternoon,weekday,2.0,2.81
5307,Tea,1/25/2017 12:36,afternoon,weekday,2.0,2.83
5307,Pastry,1/25/2017 12:36,afternoon,weekday,2.5,1.83
5308,Bread,1/25/2017 12:41,afternoon,weekday,2.0,2.24
5309,Bread,1/25/2017 12:43,afternoon,weekday,2.0,2.24
5310,Coffee,1/25/2017 12:49,afternoon,weekday,2.0,2.81
5310,Tea,1/25/2017 12:49,afternoon,weekday,2.0,2.83
5310,Sandwich,1/25/2017 12:49,afternoon,weekday,3.5,1.28
5311,Sandwich,1/25/2017 12:54,afternoon,weekday,3.5,1.28
5311,Coffee,1/25/2017 12:54,afternoon,weekday,2.0,2.81
5312,Sandwich,1/25/2017 12:56,afternoon,weekday,3.5,1.28
5313,Sandwich,1/25/2017 12:57,afternoon,weekday,3.5,1.28
5314,Coffee,1/25/2017 13:07,afternoon,weekday,2.0,2.81
5315,Bread,1/25/2017 13:49,afternoon,weekday,2.0,2.24
5316,Sandwich,1/25/2017 13:54,afternoon,weekday,3.5,1.28
5316,Tea,1/25/2017 13:54,afternoon,weekday,2.0,2.83
5316,Coffee,1/25/2017 13:54,afternoon,weekday,2.0,2.81
5317,Hot chocolate,1/25/2017 14:10,afternoon,weekday,2.5,2.69
5317,Bread,1/25/2017 14:10,afternoon,weekday,2.0,2.24
5318,Tea,1/25/2017 14:38,afternoon,weekday,2.0,2.83
5318,Cake,1/25/2017 14:38,afternoon,weekday,3.0,1.92
5319,Bread,1/25/2017 14:39,afternoon,weekday,2.0,2.24
5319,Tea,1/25/2017 14:39,afternoon,weekday,2.0,2.83
5319,Soup,1/25/2017 14:39,afternoon,weekday,3.0,2.16
5320,Tea,1/25/2017 14:41,afternoon,weekday,2.0,2.83
5320,Soup,1/25/2017 14:41,afternoon,weekday,3.0,2.16
5320,Sandwich,1/25/2017 14:41,afternoon,weekday,3.5,1.28
5320,Medialuna,1/25/2017 14:41,afternoon,weekday,1.5,1.15
5321,Coffee,1/25/2017 14:57,afternoon,weekday,2.0,2.81
5321,Tea,1/25/2017 14:57,afternoon,weekday,2.0,2.83
5321,Cake,1/25/2017 14:57,afternoon,weekday,3.0,1.92
5322,Sandwich,1/25/2017 14:59,afternoon,weekday,3.5,1.28
5323,Tea,1/25/2017 15:18,afternoon,weekday,2.0,2.83
5325,Bread,1/25/2017 15:21,afternoon,weekday,2.0,2.24
5326,Tea,1/25/2017 15:28,afternoon,weekday,2.0,2.83
5327,Juice,1/25/2017 15:29,afternoon,weekday,2.0,1.07
5327,Cake,1/25/2017 15:29,afternoon,weekday,3.0,1.92
5328,Cake,1/25/2017 15:58,afternoon,weekday,3.0,1.92
5328,Coffee,1/25/2017 15:58,afternoon,weekday,2.0,2.81
5336,Bread,1/26/2017 8:45,morning,weekday,2.0,2.24
5337,Bread,1/26/2017 8:54,morning,weekday,2.0,2.24
5337,Medialuna,1/26/2017 8:54,morning,weekday,1.5,1.15
5338,Tea,1/26/2017 9:15,morning,weekday,2.0,2.83
5339,Bread,1/26/2017 9:36,morning,weekday,2.0,2.24
5339,Coffee,1/26/2017 9:36,morning,weekday,2.0,2.81
5340,Bread,1/26/2017 9:36,morning,weekday,2.0,2.24
5342,Bread,1/26/2017 9:49,morning,weekday,2.0,2.24
5342,Coffee,1/26/2017 9:49,morning,weekday,2.0,2.81
5342,Tea,1/26/2017 9:49,morning,weekday,2.0,2.83
5342,Hot chocolate,1/26/2017 9:49,morning,weekday,2.5,2.69
5343,Coffee,1/26/2017 9:51,morning,weekday,2.0,2.81
5344,Coffee,1/26/2017 10:40,morning,weekday,2.0,2.81
5345,Bread,1/26/2017 10:46,morning,weekday,2.0,2.24
5345,Coffee,1/26/2017 10:46,morning,weekday,2.0,2.81
5347,Juice,1/26/2017 11:05,morning,weekday,2.0,1.07
5348,Coffee,1/26/2017 11:07,morning,weekday,2.0,2.81
5348,Hot chocolate,1/26/2017 11:07,morning,weekday,2.5,2.69
5349,Tea,1/26/2017 11:09,morning,weekday,2.0,2.83
5349,Cake,1/26/2017 11:09,morning,weekday,3.0,1.92
5349,Juice,1/26/2017 11:09,morning,weekday,2.0,1.07
5349,Coffee,1/26/2017 11:09,morning,weekday,2.0,2.81
5350,Tea,1/26/2017 11:11,morning,weekday,2.0,2.83
5350,Cake,1/26/2017 11:11,morning,weekday,3.0,1.92
5350,Juice,1/26/2017 11:11,morning,weekday,2.0,1.07
5350,Coffee,1/26/2017 11:11,morning,weekday,2.0,2.81
5352,Coffee,1/26/2017 11:17,morning,weekday,2.0,2.81
5353,Bread,1/26/2017 11:18,morning,weekday,2.0,2.24
5353,Coffee,1/26/2017 11:18,morning,weekday,2.0,2.81
5353,Toast,1/26/2017 11:18,morning,weekday,1.0,2.61
5354,Coffee,1/26/2017 11:19,morning,weekday,2.0,2.81
5354,Hot chocolate,1/26/2017 11:19,morning,weekday,2.5,2.69
5354,Sandwich,1/26/2017 11:19,morning,weekday,3.5,1.28
5355,Juice,1/26/2017 11:20,morning,weekday,2.0,1.07
5355,Tea,1/26/2017 11:20,morning,weekday,2.0,2.83
5356,Coffee,1/26/2017 11:35,morning,weekday,2.0,2.81
5356,Coffee,1/26/2017 11:35,morning,weekday,2.0,2.81
5357,Coffee,1/26/2017 11:54,morning,weekday,2.0,2.81
5358,Coffee,1/26/2017 12:13,afternoon,weekday,2.0,2.81
5358,Coffee,1/26/2017 12:13,afternoon,weekday,2.0,2.81
5359,Bread,1/26/2017 12:18,afternoon,weekday,2.0,2.24
5359,Baguette,1/26/2017 12:18,afternoon,weekday,2.0,2.69
5360,Coffee,1/26/2017 12:19,afternoon,weekday,2.0,2.81
5360,Bread,1/26/2017 12:19,afternoon,weekday,2.0,2.24
5361,Coffee,1/26/2017 12:24,afternoon,weekday,2.0,2.81
5362,Bread,1/26/2017 12:28,afternoon,weekday,2.0,2.24
5363,Coffee,1/26/2017 12:29,afternoon,weekday,2.0,2.81
5364,Hot chocolate,1/26/2017 12:30,afternoon,weekday,2.5,2.69
5364,Baguette,1/26/2017 12:30,afternoon,weekday,2.0,2.69
5365,Coffee,1/26/2017 12:36,afternoon,weekday,2.0,2.81
5365,Sandwich,1/26/2017 12:36,afternoon,weekday,3.5,1.28
5365,Medialuna,1/26/2017 12:36,afternoon,weekday,1.5,1.15
5366,Bread,1/26/2017 12:41,afternoon,weekday,2.0,2.24
5367,Coffee,1/26/2017 12:58,afternoon,weekday,2.0,2.81
5367,Tea,1/26/2017 12:58,afternoon,weekday,2.0,2.83
5367,Soup,1/26/2017 12:58,afternoon,weekday,3.0,2.16
5368,Bread,1/26/2017 13:12,afternoon,weekday,2.0,2.24
5368,Medialuna,1/26/2017 13:12,afternoon,weekday,1.5,1.15
5370,Tea,1/26/2017 13:25,afternoon,weekday,2.0,2.83
5370,Coffee,1/26/2017 13:25,afternoon,weekday,2.0,2.81
5371,Coffee,1/26/2017 13:40,afternoon,weekday,2.0,2.81
5371,Soup,1/26/2017 13:40,afternoon,weekday,3.0,2.16
5371,Coffee,1/26/2017 13:40,afternoon,weekday,2.0,2.81
5372,Cake,1/26/2017 13:41,afternoon,weekday,3.0,1.92
5372,Soup,1/26/2017 13:41,afternoon,weekday,3.0,2.16
5372,Tea,1/26/2017 13:41,afternoon,weekday,2.0,2.83
5373,Sandwich,1/26/2017 13:42,afternoon,weekday,3.5,1.28
5373,Bread,1/26/2017 13:42,afternoon,weekday,2.0,2.24
5374,Sandwich,1/26/2017 13:50,afternoon,weekday,3.5,1.28
5374,Coffee,1/26/2017 13:50,afternoon,weekday,2.0,2.81
5374,Bread,1/26/2017 13:50,afternoon,weekday,2.0,2.24
5375,Bread,1/26/2017 13:52,afternoon,weekday,2.0,2.24
5375,Baguette,1/26/2017 13:52,afternoon,weekday,2.0,2.69
5376,Pastry,1/26/2017 14:06,afternoon,weekday,2.5,1.83
5376,Bread,1/26/2017 14:06,afternoon,weekday,2.0,2.24
5377,Bread,1/26/2017 14:10,afternoon,weekday,2.0,2.24
5378,Pastry,1/26/2017 14:16,afternoon,weekday,2.5,1.83
5379,Cake,1/26/2017 14:39,afternoon,weekday,3.0,1.92
5379,Cake,1/26/2017 14:39,afternoon,weekday,3.0,1.92
5381,Bread,1/26/2017 15:21,afternoon,weekday,2.0,2.24
5382,Tea,1/26/2017 15:26,afternoon,weekday,2.0,2.83
5382,Cake,1/26/2017 15:26,afternoon,weekday,3.0,1.92
5383,Tea,1/26/2017 15:39,afternoon,weekday,2.0,2.83
5383,Tea,1/26/2017 15:39,afternoon,weekday,2.0,2.83
5383,Medialuna,1/26/2017 15:39,afternoon,weekday,1.5,1.15
5384,Tea,1/26/2017 15:58,afternoon,weekday,2.0,2.83
5384,Coffee,1/26/2017 15:58,afternoon,weekday,2.0,2.81
5385,Coffee,1/26/2017 16:32,afternoon,weekday,2.0,2.81
5386,Bread,1/26/2017 16:56,afternoon,weekday,2.0,2.24
5387,Pastry,1/27/2017 8:29,morning,weekday,2.5,1.83
5387,Hot chocolate,1/27/2017 8:29,morning,weekday,2.5,2.69
5388,Bread,1/27/2017 8:35,morning,weekday,2.0,2.24
5389,Bread,1/27/2017 8:39,morning,weekday,2.0,2.24
5390,Bread,1/27/2017 8:56,morning,weekday,2.0,2.24
5391,Coffee,1/27/2017 9:00,morning,weekday,2.0,2.81
5391,Toast,1/27/2017 9:00,morning,weekday,1.0,2.61
5392,Bread,1/27/2017 9:12,morning,weekday,2.0,2.24
5392,Bread,1/27/2017 9:12,morning,weekday,2.0,2.24
5393,Coffee,1/27/2017 9:13,morning,weekday,2.0,2.81
5394,Coffee,1/27/2017 9:34,morning,weekday,2.0,2.81
5394,Juice,1/27/2017 9:34,morning,weekday,2.0,1.07
5394,Pastry,1/27/2017 9:34,morning,weekday,2.5,1.83
5395,Coffee,1/27/2017 9:36,morning,weekday,2.0,2.81
5395,Coffee,1/27/2017 9:36,morning,weekday,2.0,2.81
5395,Coffee,1/27/2017 9:36,morning,weekday,2.0,2.81
5396,Bread,1/27/2017 9:52,morning,weekday,2.0,2.24
5396,Pastry,1/27/2017 9:52,morning,weekday,2.5,1.83
5397,Medialuna,1/27/2017 9:54,morning,weekday,1.5,1.15
5399,Tea,1/27/2017 10:15,morning,weekday,2.0,2.83
5399,Bread,1/27/2017 10:15,morning,weekday,2.0,2.24
5400,Coffee,1/27/2017 10:32,morning,weekday,2.0,2.81
5400,Medialuna,1/27/2017 10:32,morning,weekday,1.5,1.15
5402,Bread,1/27/2017 10:33,morning,weekday,2.0,2.24
5403,Coffee,1/27/2017 10:40,morning,weekday,2.0,2.81
5404,Coffee,1/27/2017 10:45,morning,weekday,2.0,2.81
5405,Coffee,1/27/2017 10:58,morning,weekday,2.0,2.81
5405,Bread,1/27/2017 10:58,morning,weekday,2.0,2.24
5406,Coffee,1/27/2017 11:02,morning,weekday,2.0,2.81
5406,Coffee,1/27/2017 11:02,morning,weekday,2.0,2.81
5406,Juice,1/27/2017 11:02,morning,weekday,2.0,1.07
5407,Coffee,1/27/2017 11:05,morning,weekday,2.0,2.81
5407,Medialuna,1/27/2017 11:05,morning,weekday,1.5,1.15
5407,Bread,1/27/2017 11:05,morning,weekday,2.0,2.24
5408,Coffee,1/27/2017 11:06,morning,weekday,2.0,2.81
5408,Toast,1/27/2017 11:06,morning,weekday,1.0,2.61
5409,Coffee,1/27/2017 11:11,morning,weekday,2.0,2.81
5409,Pastry,1/27/2017 11:11,morning,weekday,2.5,1.83
5409,Coffee,1/27/2017 11:11,morning,weekday,2.0,2.81
5411,Cake,1/27/2017 11:14,morning,weekday,3.0,1.92
5411,Bread,1/27/2017 11:14,morning,weekday,2.0,2.24
5411,Coffee,1/27/2017 11:14,morning,weekday,2.0,2.81
5411,Coffee,1/27/2017 11:14,morning,weekday,2.0,2.81
5412,Coffee,1/27/2017 11:22,morning,weekday,2.0,2.81
5413,Bread,1/27/2017 11:31,morning,weekday,2.0,2.24
5414,Coffee,1/27/2017 11:40,morning,weekday,2.0,2.81
5415,Sandwich,1/27/2017 11:52,morning,weekday,3.5,1.28
5416,Pastry,1/27/2017 12:00,afternoon,weekday,2.5,1.83
5416,Hot chocolate,1/27/2017 12:00,afternoon,weekday,2.5,2.69
5416,Coffee,1/27/2017 12:00,afternoon,weekday,2.0,2.81
5416,Cake,1/27/2017 12:00,afternoon,weekday,3.0,1.92
5417,Scone,1/27/2017 12:04,afternoon,weekday,2.0,1.14
5417,Coffee,1/27/2017 12:04,afternoon,weekday,2.0,2.81
5417,Bread,1/27/2017 12:04,afternoon,weekday,2.0,2.24
5418,Coffee,1/27/2017 12:09,afternoon,weekday,2.0,2.81
5418,Coffee,1/27/2017 12:09,afternoon,weekday,2.0,2.81
5418,Tea,1/27/2017 12:09,afternoon,weekday,2.0,2.83
5418,Cake,1/27/2017 12:09,afternoon,weekday,3.0,1.92
5418,Medialuna,1/27/2017 12:09,afternoon,weekday,1.5,1.15
5419,Bread,1/27/2017 12:11,afternoon,weekday,2.0,2.24
5420,Bread,1/27/2017 12:12,afternoon,weekday,2.0,2.24
5421,Tea,1/27/2017 12:15,afternoon,weekday,2.0,2.83
5421,Soup,1/27/2017 12:15,afternoon,weekday,3.0,2.16
5422,Coffee,1/27/2017 12:17,afternoon,weekday,2.0,2.81
5422,Coffee,1/27/2017 12:17,afternoon,weekday,2.0,2.81
5423,Coffee,1/27/2017 12:19,afternoon,weekday,2.0,2.81
5423,Sandwich,1/27/2017 12:19,afternoon,weekday,3.5,1.28
5424,Bread,1/27/2017 12:20,afternoon,weekday,2.0,2.24
5425,Soup,1/27/2017 12:22,afternoon,weekday,3.0,2.16
5426,Soup,1/27/2017 12:22,afternoon,weekday,3.0,2.16
5427,Coffee,1/27/2017 12:45,afternoon,weekday,2.0,2.81
5428,Soup,1/27/2017 12:53,afternoon,weekday,3.0,2.16
5429,Soup,1/27/2017 12:56,afternoon,weekday,3.0,2.16
5430,Juice,1/27/2017 13:02,afternoon,weekday,2.0,1.07
5430,Sandwich,1/27/2017 13:02,afternoon,weekday,3.5,1.28
5432,Bread,1/27/2017 13:15,afternoon,weekday,2.0,2.24
5433,Coffee,1/27/2017 13:23,afternoon,weekday,2.0,2.81
5433,Tea,1/27/2017 13:23,afternoon,weekday,2.0,2.83
5433,Brownie,1/27/2017 13:23,afternoon,weekday,2.0,2.97
5434,Tea,1/27/2017 13:43,afternoon,weekday,2.0,2.83
5435,Coffee,1/27/2017 13:44,afternoon,weekday,2.0,2.81
5435,Tea,1/27/2017 13:44,afternoon,weekday,2.0,2.83
5435,Soup,1/27/2017 13:44,afternoon,weekday,3.0,2.16
5436,Baguette,1/27/2017 13:44,afternoon,weekday,2.0,2.69
5437,Bread,1/27/2017 13:46,afternoon,weekday,2.0,2.24
5437,Tea,1/27/2017 13:46,afternoon,weekday,2.0,2.83
5437,Soup,1/27/2017 13:46,afternoon,weekday,3.0,2.16
5438,Coffee,1/27/2017 13:48,afternoon,weekday,2.0,2.81
5438,Soup,1/27/2017 13:48,afternoon,weekday,3.0,2.16
5438,Sandwich,1/27/2017 13:48,afternoon,weekday,3.5,1.28
5440,Coffee,1/27/2017 13:59,afternoon,weekday,2.0,2.81
5441,Tea,1/27/2017 14:12,afternoon,weekday,2.0,2.83
5442,Tea,1/27/2017 14:13,afternoon,weekday,2.0,2.83
5443,Tea,1/27/2017 14:14,afternoon,weekday,2.0,2.83
5444,Coffee,1/27/2017 14:23,afternoon,weekday,2.0,2.81
5444,Scone,1/27/2017 14:23,afternoon,weekday,2.0,1.14
5445,Coffee,1/27/2017 14:26,afternoon,weekday,2.0,2.81
5446,Bread,1/27/2017 14:49,afternoon,weekday,2.0,2.24
5447,Coffee,1/27/2017 14:52,afternoon,weekday,2.0,2.81
5448,Scone,1/27/2017 15:01,afternoon,weekday,2.0,1.14
5448,Soup,1/27/2017 15:01,afternoon,weekday,3.0,2.16
5448,Hot chocolate,1/27/2017 15:01,afternoon,weekday,2.5,2.69
5449,Scone,1/27/2017 15:05,afternoon,weekday,2.0,1.14
5449,Coffee,1/27/2017 15:05,afternoon,weekday,2.0,2.81
5450,Bread,1/27/2017 15:05,afternoon,weekday,2.0,2.24
5451,Bread,1/27/2017 15:12,afternoon,weekday,2.0,2.24
5452,Cake,1/27/2017 15:52,afternoon,weekday,3.0,1.92
5452,Toast,1/27/2017 15:52,afternoon,weekday,1.0,2.61
5452,Scone,1/27/2017 15:52,afternoon,weekday,2.0,1.14
5452,Juice,1/27/2017 15:52,afternoon,weekday,2.0,1.07
5452,Bread,1/27/2017 15:52,afternoon,weekday,2.0,2.24
5453,Cake,1/27/2017 16:14,afternoon,weekday,3.0,1.92
5453,Hot chocolate,1/27/2017 16:14,afternoon,weekday,2.5,2.69
5453,Tea,1/27/2017 16:14,afternoon,weekday,2.0,2.83
5454,Tea,1/27/2017 16:18,afternoon,weekday,2.0,2.83
5454,Tea,1/27/2017 16:18,afternoon,weekday,2.0,2.83
5454,Soup,1/27/2017 16:18,afternoon,weekday,3.0,2.16
5455,Coffee,1/27/2017 16:38,afternoon,weekday,2.0,2.81
5455,Coffee,1/27/2017 16:38,afternoon,weekday,2.0,2.81
5455,Coffee,1/27/2017 16:38,afternoon,weekday,2.0,2.81
5455,Bread,1/27/2017 16:38,afternoon,weekday,2.0,2.24
5455,Brownie,1/27/2017 16:38,afternoon,weekday,2.0,2.97
5455,Cake,1/27/2017 16:38,afternoon,weekday,3.0,1.92
5456,Cake,1/27/2017 16:39,afternoon,weekday,3.0,1.92
5456,Coffee,1/27/2017 16:39,afternoon,weekday,2.0,2.81
5457,Coffee,1/27/2017 16:43,afternoon,weekday,2.0,2.81
5457,Cake,1/27/2017 16:43,afternoon,weekday,3.0,1.92
5458,Tea,1/27/2017 17:03,evening,weekday,2.0,2.83
5458,Coffee,1/27/2017 17:03,evening,weekday,2.0,2.81
5459,Coffee,1/27/2017 20:20,evening,weekday,2.0,2.81
5460,Pastry,1/28/2017 8:52,morning,weekend,2.5,1.83
5460,Medialuna,1/28/2017 8:52,morning,weekend,1.5,1.15
5460,Coffee,1/28/2017 8:52,morning,weekend,2.0,2.81
5460,Juice,1/28/2017 8:52,morning,weekend,2.0,1.07
5460,Brownie,1/28/2017 8:52,morning,weekend,2.0,2.97
5461,Bread,1/28/2017 8:57,morning,weekend,2.0,2.24
5462,Coffee,1/28/2017 9:01,morning,weekend,2.0,2.81
5462,Bread,1/28/2017 9:01,morning,weekend,2.0,2.24
5462,Pastry,1/28/2017 9:01,morning,weekend,2.5,1.83
5462,Alfajores,1/28/2017 9:01,morning,weekend,1.5,1.33
5463,Scone,1/28/2017 9:19,morning,weekend,2.0,1.14
5464,Scone,1/28/2017 9:20,morning,weekend,2.0,1.14
5464,Pastry,1/28/2017 9:20,morning,weekend,2.5,1.83
5465,Pastry,1/28/2017 9:22,morning,weekend,2.5,1.83
5465,Coffee,1/28/2017 9:22,morning,weekend,2.0,2.81
5465,Coffee,1/28/2017 9:22,morning,weekend,2.0,2.81
5466,Bread,1/28/2017 9:26,morning,weekend,2.0,2.24
5467,Coffee,1/28/2017 9:37,morning,weekend,2.0,2.81
5467,Toast,1/28/2017 9:37,morning,weekend,1.0,2.61
5468,Tea,1/28/2017 9:40,morning,weekend,2.0,2.83
5469,Bread,1/28/2017 9:42,morning,weekend,2.0,2.24
5469,Baguette,1/28/2017 9:42,morning,weekend,2.0,2.69
5471,Bread,1/28/2017 9:44,morning,weekend,2.0,2.24
5471,Medialuna,1/28/2017 9:44,morning,weekend,1.5,1.15
5472,Baguette,1/28/2017 9:47,morning,weekend,2.0,2.69
5473,Tea,1/28/2017 9:48,morning,weekend,2.0,2.83
5473,Coffee,1/28/2017 9:48,morning,weekend,2.0,2.81
5474,Coffee,1/28/2017 9:54,morning,weekend,2.0,2.81
5474,Pastry,1/28/2017 9:54,morning,weekend,2.5,1.83
5474,Juice,1/28/2017 9:54,morning,weekend,2.0,1.07
5474,Hot chocolate,1/28/2017 9:54,morning,weekend,2.5,2.69
5475,Baguette,1/28/2017 9:55,morning,weekend,2.0,2.69
5475,Coffee,1/28/2017 9:55,morning,weekend,2.0,2.81
5476,Bread,1/28/2017 10:10,morning,weekend,2.0,2.24
5477,Coffee,1/28/2017 10:10,morning,weekend,2.0,2.81
5478,Coffee,1/28/2017 10:12,morning,weekend,2.0,2.81
5478,Coffee,1/28/2017 10:12,morning,weekend,2.0,2.81
5478,Coffee,1/28/2017 10:12,morning,weekend,2.0,2.81
5478,Pastry,1/28/2017 10:12,morning,weekend,2.5,1.83
